family,seed,episode,N,scorer,return,mode,mean_action,train_loss
controlled,29,6,1,random,-1.679211472592228,heavy,0.521409368577836,
controlled,29,6,1,oracle,-1.679211472592228,heavy,0.521409368577836,
controlled,29,6,8,raw_value,-4.390336226138179,heavy,0.9459544906185627,
controlled,29,6,8,combined_repair,0.837063258369002,heavy,0.02735115312060347,
controlled,29,6,8,random,-0.19858435845985206,heavy,0.24787093720050635,
controlled,29,6,8,oracle,0.7288501107219464,heavy,0.05345274521428593,
controlled,29,6,64,raw_value,-4.8030431262,heavy,1.0,
controlled,29,6,64,combined_repair,0.5848978527890449,heavy,0.08682880936276624,
controlled,29,6,64,random,-2.662565794686113,heavy,0.657047703168544,
controlled,29,6,64,oracle,0.7864776749523626,heavy,0.03700170011738024,
controlled,29,7,1,raw_value,3.2249266469978957,free,0.46926497606809203,
controlled,29,7,1,combined_repair,3.2249266469978957,free,0.46926497606809203,
controlled,29,7,1,random,3.2249266469978957,free,0.46926497606809203,
controlled,29,7,1,oracle,3.2249266469978957,free,0.46926497606809203,
controlled,29,7,8,raw_value,5.210439983132419,free,0.8999833077013631,
controlled,29,7,8,combined_repair,1.1002529035644557,free,0.03166360329005757,
controlled,29,7,8,random,3.910160817595216,free,0.612229360528892,
controlled,29,7,8,oracle,5.210439983132419,free,0.8999833077013631,
controlled,29,7,64,raw_value,5.513500923495985,free,0.9684591645227796,
controlled,29,7,64,combined_repair,1.130401615180786,free,0.036444239842472956,
controlled,29,7,64,random,4.297862195489749,free,0.6941706803185775,
controlled,29,7,64,oracle,5.513500923495985,free,0.9684591645227796,
controlled,29,8,1,raw_value,-2.711343112481141,heavy,0.6966861202507199,
controlled,29,8,1,combined_repair,-2.711343112481141,heavy,0.6966861202507199,
controlled,29,8,1,random,-2.711343112481141,heavy,0.6966861202507199,
controlled,29,8,1,oracle,-2.711343112481141,heavy,0.6966861202507199,
controlled,29,8,8,raw_value,-3.861006185710143,heavy,0.8692261601944977,
controlled,29,8,8,combined_repair,0.7326553568977748,heavy,0.05255227404553019,
controlled,29,8,8,random,-0.4573795401921893,heavy,0.29102749890878643,
controlled,29,8,8,oracle,0.7326553568977748,heavy,0.05255227404553019,
controlled,29,8,64,raw_value,-4.595923558324445,heavy,0.973777172084344,
controlled,29,8,64,combined_repair,0.8849630709569335,heavy,0.014307810338569088,
controlled,29,8,64,random,-0.6329332918920452,heavy,0.3198713433829831,
controlled,29,8,64,oracle,0.8697097916053216,heavy,0.01790415780338096,
controlled,29,9,1,raw_value,-2.335329273005716,blocked,0.45908243818575645,
controlled,29,9,1,combined_repair,-2.335329273005716,blocked,0.45908243818575645,
controlled,29,9,1,random,-2.335329273005716,blocked,0.45908243818575645,
controlled,29,9,1,oracle,-2.335329273005716,blocked,0.45908243818575645,
controlled,29,9,8,raw_value,-5.825619258840133,blocked,0.8637043525261024,
controlled,29,9,8,combined_repair,0.6433256175214137,blocked,0.047175545215519366,
controlled,29,9,8,random,-2.2508692408813658,blocked,0.41891498656178616,
controlled,29,9,8,oracle,0.6582140911527146,blocked,0.0448448816254583,
controlled,29,9,64,raw_value,-6.8252832661374,blocked,0.9760565473659175,
controlled,29,9,64,combined_repair,0.7128953549085578,blocked,0.036150819270167445,
controlled,29,9,64,random,-1.4755091210091642,blocked,0.3014803194609455,
controlled,29,9,64,oracle,0.941773162,blocked,0.0,
controlled,29,10,1,raw_value,-0.9312494604943358,heavy,0.3514707893908203,
controlled,29,10,1,combined_repair,-0.9312494604943358,heavy,0.3514707893908203,
controlled,29,10,1,random,-0.9312494604943358,heavy,0.3514707893908203,
controlled,29,10,1,oracle,-0.9312494604943358,heavy,0.3514707893908203,
controlled,29,10,8,raw_value,-4.031810663759262,heavy,0.894704726757034,
controlled,29,10,8,combined_repair,0.8330385060119195,heavy,0.028672155020739526,
controlled,29,10,8,random,-2.3314797216392114,heavy,0.6139127136310863,
controlled,29,10,8,oracle,0.7810563410126191,heavy,0.04171397537407453,
controlled,29,10,64,raw_value,-4.676004399895225,heavy,0.9824781478480242,
controlled,29,10,64,combined_repair,0.4971164935952915,heavy,0.10833349542426536,
controlled,29,10,64,random,-1.1346719065905493,heavy,0.40225999368716003,
controlled,29,10,64,oracle,0.9183947569512478,heavy,0.005789824563619825,
controlled,29,11,1,raw_value,-1.008057297041981,heavy,0.3701684977336229,
controlled,29,11,1,combined_repair,-1.008057297041981,heavy,0.3701684977336229,
controlled,29,11,1,random,-1.008057297041981,heavy,0.3701684977336229,
controlled,29,11,1,oracle,-1.008057297041981,heavy,0.3701684977336229,
controlled,29,11,8,raw_value,-4.482313212283635,heavy,0.957188509150838,
controlled,29,11,8,combined_repair,0.514940328092235,heavy,0.10171731084419741,
controlled,29,11,8,random,-1.949779185763779,heavy,0.5725060521812644,
controlled,29,11,8,oracle,0.5996223614807056,heavy,0.08412014877684992,
controlled,29,11,64,raw_value,-4.609762348684901,heavy,0.9735017218515287,
controlled,29,11,64,combined_repair,0.5821494335666528,heavy,0.08260448271762606,
controlled,29,11,64,random,-0.4117266212067744,heavy,0.2880221679411858,
controlled,29,11,64,oracle,0.810483521380682,heavy,0.03194046656730314,
controlled,29,12,1,raw_value,-3.2804409382048094,heavy,0.7765456355969171,
controlled,29,12,1,combined_repair,-3.2804409382048094,heavy,0.7765456355969171,
controlled,29,12,1,random,-3.2804409382048094,heavy,0.7765456355969171,
controlled,29,12,1,oracle,-3.2804409382048094,heavy,0.7765456355969171,
controlled,29,12,8,raw_value,-4.163490894386996,heavy,0.9075880370313785,
controlled,29,12,8,combined_repair,0.6488438626520785,heavy,0.07452179268751971,
controlled,29,12,8,random,-1.833514194407429,heavy,0.5524870018747643,
controlled,29,12,8,oracle,0.6488438626520785,heavy,0.07452179268751971,
controlled,29,12,64,raw_value,-4.690069046983774,heavy,0.9853656795426469,
controlled,29,12,64,combined_repair,0.8832139305983581,heavy,0.015457674740140325,
controlled,29,12,64,random,-2.136594546902157,heavy,0.6091662337654669,
controlled,29,12,64,oracle,0.7580442191245209,heavy,0.046029704928927814,
controlled,29,13,1,raw_value,-3.323671758764105,blocked,0.5722354854904322,
controlled,29,13,1,combined_repair,-3.323671758764105,blocked,0.5722354854904322,
controlled,29,13,1,random,-3.323671758764105,blocked,0.5722354854904322,
controlled,29,13,1,oracle,-3.323671758764105,blocked,0.5722354854904322,
controlled,29,13,8,raw_value,-6.664272147083868,blocked,0.9594591838514335,
controlled,29,13,8,combined_repair,0.14313366424127505,blocked,0.11832231264366952,
controlled,29,13,8,random,-1.0694250701574288,blocked,0.272565132311106,
controlled,29,13,8,oracle,0.14313366424127505,blocked,0.11832231264366952,
controlled,29,13,64,raw_value,-7.050828883793039,blocked,0.9986241846808694,
controlled,29,13,64,combined_repair,0.7605524560085201,blocked,0.028755533943769652,
controlled,29,13,64,random,-3.0240950785686964,blocked,0.5312138043901495,
controlled,29,13,64,oracle,0.8901581205326732,blocked,0.007572342695658889,
controlled,29,14,1,raw_value,-3.3355554550054087,blocked,0.5808093956270985,
controlled,29,14,1,combined_repair,-3.3355554550054087,blocked,0.5808093956270985,
controlled,29,14,1,random,-3.3355554550054087,blocked,0.5808093956270985,
controlled,29,14,1,oracle,-3.3355554550054087,blocked,0.5808093956270985,
controlled,29,14,8,raw_value,-6.302247984294443,blocked,0.919824720873903,
controlled,29,14,8,combined_repair,-0.09891702153551621,blocked,0.15672344162071453,
controlled,29,14,8,random,-1.122937616538817,blocked,0.29187385190561344,
controlled,29,14,8,oracle,0.42352504930245155,blocked,0.08047300491457847,
controlled,29,14,64,raw_value,-6.815068943907006,blocked,0.9731284164985821,
controlled,29,14,64,combined_repair,0.13666216848672466,blocked,0.12133362013435538,
controlled,29,14,64,random,-3.7429698910110525,blocked,0.5897777036423191,
controlled,29,14,64,oracle,0.5820305828303116,blocked,0.05584995188727552,
controlled,29,15,1,raw_value,4.004222463099657,free,0.6497638120880433,
controlled,29,15,1,combined_repair,4.004222463099657,free,0.6497638120880433,
controlled,29,15,1,random,4.004222463099657,free,0.6497638120880433,
controlled,29,15,1,oracle,4.004222463099657,free,0.6497638120880433,
controlled,29,15,8,raw_value,5.4027041976770915,free,0.9431979285871946,
controlled,29,15,8,combined_repair,1.3071812068395314,free,0.07753514826250028,
controlled,29,15,8,random,3.4518567733982217,free,0.5191058812317313,
controlled,29,15,8,oracle,5.4027041976770915,free,0.9431979285871946,
controlled,29,15,64,raw_value,5.568386012719183,free,0.9815289354740431,
controlled,29,15,64,combined_repair,0.9691988571449048,free,0.005749137305061559,
controlled,29,15,64,random,3.8068672487798567,free,0.5981338020282341,
controlled,29,15,64,oracle,5.573561022101361,free,0.9827180490737082,
controlled,29,16,1,raw_value,-2.1368386988957315,slip,0.4806126376801031,
controlled,29,16,1,combined_repair,-2.1368386988957315,slip,0.4806126376801031,
controlled,29,16,1,random,-2.1368386988957315,slip,0.4806126376801031,
controlled,29,16,1,oracle,-2.1368386988957315,slip,0.4806126376801031,
controlled,29,16,8,raw_value,-5.006708078449337,slip,0.8880161366237097,
controlled,29,16,8,combined_repair,0.38087813440201745,slip,0.06425632814736587,
controlled,29,16,8,random,-1.9560398680329891,slip,0.43224299549780953,
controlled,29,16,8,oracle,0.33947480925406137,slip,0.0711936359893789,
controlled,29,16,64,raw_value,-5.363958749912445,slip,0.9321693719213394,
controlled,29,16,64,combined_repair,0.3940803981278907,slip,0.0641998704570834,
controlled,29,16,64,random,-2.774937636666377,slip,0.5678212760736753,
controlled,29,16,64,oracle,0.6417710104518745,slip,0.021189051635796485,
controlled,29,17,1,raw_value,-0.7097412227259488,blocked,0.24081057156989277,
controlled,29,17,1,combined_repair,-0.7097412227259488,blocked,0.24081057156989277,
controlled,29,17,1,random,-0.7097412227259488,blocked,0.24081057156989277,
controlled,29,17,1,oracle,-0.7097412227259488,blocked,0.24081057156989277,
controlled,29,17,8,raw_value,-6.373454027638049,blocked,0.9288219928796565,
controlled,29,17,8,combined_repair,0.04687173417528692,blocked,0.12138226437867901,
controlled,29,17,8,random,-1.9043651831661799,blocked,0.3733967910687731,
controlled,29,17,8,oracle,0.08173233971835323,blocked,0.11589295971593441,
controlled,29,17,64,raw_value,-6.451732361722698,blocked,0.9347444432537617,
controlled,29,17,64,combined_repair,0.8056751702055172,blocked,0.01966154781450938,
controlled,29,17,64,random,-2.933725469860457,blocked,0.5266476082548726,
controlled,29,17,64,oracle,0.8903618583586818,blocked,0.0076801622477496,
controlled,29,18,1,raw_value,2.657349066342708,free,0.3703585417429286,
controlled,29,18,1,combined_repair,2.657349066342708,free,0.3703585417429286,
controlled,29,18,1,random,2.657349066342708,free,0.3703585417429286,
controlled,29,18,1,oracle,2.657349066342708,free,0.3703585417429286,
controlled,29,18,8,raw_value,5.219986101370191,free,0.901671193944734,
controlled,29,18,8,combined_repair,2.139813757011287,free,0.2435189061186418,
controlled,29,18,8,random,3.432669555841972,free,0.5170426537212721,
controlled,29,18,8,oracle,5.344756893769263,free,0.9293022233604935,
controlled,29,18,64,raw_value,5.430555514167587,free,0.9492569266483489,
controlled,29,18,64,combined_repair,1.4923955833721032,free,0.10817965727750885,
controlled,29,18,64,random,2.970243089992903,free,0.4068813957006296,
controlled,29,18,64,oracle,5.559556555073263,free,0.9786855765096064,
controlled,29,19,1,raw_value,-2.1913789778332218,blocked,0.4344623089104219,
controlled,29,19,1,combined_repair,-2.1913789778332218,blocked,0.4344623089104219,
controlled,29,19,1,random,-2.1913789778332218,blocked,0.4344623089104219,
controlled,29,19,1,oracle,-2.1913789778332218,blocked,0.4344623089104219,
controlled,29,19,8,raw_value,-6.34521101699112,blocked,0.924736869978859,
controlled,29,19,8,combined_repair,0.07067581302164712,blocked,0.13133458021136393,
controlled,29,19,8,random,-3.5909218117885207,blocked,0.6044962711207412,
controlled,29,19,8,oracle,0.16509291376239812,blocked,0.11652462208518377,
controlled,29,19,64,raw_value,-6.700060928891879,blocked,0.96132146640077,
controlled,29,19,64,combined_repair,0.7366154538813738,blocked,0.03212155532123419,
controlled,29,19,64,random,-5.29356716108758,blocked,0.809324631999522,
controlled,29,19,64,oracle,0.9138179206819822,blocked,0.004246232535746064,
controlled,29,20,1,raw_value,-2.7849300811798416,heavy,0.7086669440783517,
controlled,29,20,1,combined_repair,-2.7849300811798416,heavy,0.7086669440783517,
controlled,29,20,1,random,-2.7849300811798416,heavy,0.7086669440783517,
controlled,29,20,1,oracle,-2.7849300811798416,heavy,0.7086669440783517,
controlled,29,20,8,raw_value,-3.853774354961447,heavy,0.8734034253329506,
controlled,29,20,8,combined_repair,0.3730575753939498,heavy,0.13201070460006387,
controlled,29,20,8,random,-1.7010851989004088,heavy,0.508785345090579,
controlled,29,20,8,oracle,0.6167696505419561,heavy,0.08027932498192739,
controlled,29,20,64,raw_value,-4.754142027453838,heavy,0.9934102379109693,
controlled,29,20,64,combined_repair,0.9199732582917637,heavy,0.0056887423385433246,
controlled,29,20,64,random,-2.249300984077416,heavy,0.6208069372684666,
controlled,29,20,64,oracle,0.8114707360290458,heavy,0.03296956359821539,
controlled,29,21,1,raw_value,2.355408482141794,free,0.28643199430042343,
controlled,29,21,1,combined_repair,2.355408482141794,free,0.28643199430042343,
controlled,29,21,1,random,2.355408482141794,free,0.28643199430042343,
controlled,29,21,1,oracle,2.355408482141794,free,0.28643199430042343,
controlled,29,21,8,raw_value,5.2758545664488725,free,0.9149193307905599,
controlled,29,21,8,combined_repair,1.2640801915916557,free,0.06581305964496578,
controlled,29,21,8,random,2.6952045205664095,free,0.36045580308584735,
controlled,29,21,8,oracle,5.2758545664488725,free,0.9149193307905599,
controlled,29,21,64,raw_value,5.608810004672347,free,0.9909424157256781,
controlled,29,21,64,combined_repair,1.2092432351128566,free,0.052333741182347925,
controlled,29,21,64,random,3.2647953327439696,free,0.49154052673259985,
controlled,29,21,64,oracle,5.608810004672347,free,0.9909424157256781,
controlled,29,22,1,raw_value,-2.2010280026313267,slip,0.4896937659906094,
controlled,29,22,1,combined_repair,-2.2010280026313267,slip,0.4896937659906094,
controlled,29,22,1,random,-2.2010280026313267,slip,0.4896937659906094,
controlled,29,22,1,oracle,-2.2010280026313267,slip,0.4896937659906094,
controlled,29,22,8,raw_value,-4.836765888752078,slip,0.8629402703215903,
controlled,29,22,8,combined_repair,-0.27546230229351054,slip,0.18500783825557696,
controlled,29,22,8,random,-3.1939900266442884,slip,0.6293164211289346,
controlled,29,22,8,oracle,-0.3540253395704813,slip,0.19837462717483448,
controlled,29,22,64,raw_value,-5.704163674128179,slip,0.9785311195554695,
controlled,29,22,64,combined_repair,0.279534448563157,slip,0.083781513021004,
controlled,29,22,64,random,-1.8265078518539615,slip,0.40701877253638374,
controlled,29,22,64,oracle,0.4379561597362012,slip,0.05670145136506177,
controlled,29,23,1,raw_value,3.2583207606649878,free,0.4704769545533754,
controlled,29,23,1,combined_repair,3.2583207606649878,free,0.4704769545533754,
controlled,29,23,1,random,3.2583207606649878,free,0.4704769545533754,
controlled,29,23,1,oracle,3.2583207606649878,free,0.4704769545533754,
controlled,29,23,8,raw_value,5.36459749442944,free,0.9341836692624325,
controlled,29,23,8,combined_repair,2.0255813920906434,free,0.2229932788347088,
controlled,29,23,8,random,3.4156000030769587,free,0.5051950923029533,
controlled,29,23,8,oracle,5.2974744022345055,free,0.9180997728119481,
controlled,29,23,64,raw_value,5.448658997215899,free,0.9533158107549606,
controlled,29,23,64,combined_repair,1.6837855571124503,free,0.15173566252463372,
controlled,29,23,64,random,3.4428075160448244,free,0.5069971019735648,
controlled,29,23,64,oracle,5.559416965444432,free,0.9795923081805968,
controlled,29,24,1,raw_value,-0.8802689284254894,slip,0.27061862301636114,
controlled,29,24,1,combined_repair,-0.8802689284254894,slip,0.27061862301636114,
controlled,29,24,1,random,-0.8802689284254894,slip,0.27061862301636114,
controlled,29,24,1,oracle,-0.8802689284254894,slip,0.27061862301636114,
controlled,29,24,8,raw_value,-4.866427228603389,slip,0.8690042518705177,
controlled,29,24,8,combined_repair,0.6375605431631098,slip,0.021288290935922667,
controlled,29,24,8,random,-0.6897708532663641,slip,0.24121939475938498,
controlled,29,24,8,oracle,0.641950438140367,slip,0.020536751903648835,
controlled,29,24,64,raw_value,-5.777594071733697,slip,0.9866680110834167,
controlled,29,24,64,combined_repair,0.028137937739925664,slip,0.12705968662550035,
controlled,29,24,64,random,-0.9439018217881582,slip,0.29159090403478,
controlled,29,24,64,oracle,0.634885030862787,slip,0.02293164128484142,
controlled,29,25,1,raw_value,3.6483842912471243,free,0.5625902730276571,
controlled,29,25,1,combined_repair,3.6483842912471243,free,0.5625902730276571,
controlled,29,25,1,random,3.6483842912471243,free,0.5625902730276571,
controlled,29,25,1,oracle,3.6483842912471243,free,0.5625902730276571,
controlled,29,25,8,raw_value,5.399927065130659,free,0.9447695103217397,
controlled,29,25,8,combined_repair,1.4761630680810103,free,0.10631119724729174,
controlled,29,25,8,random,4.1559025191297145,free,0.6777605190130255,
controlled,29,25,8,oracle,5.399927065130659,free,0.9447695103217397,
controlled,29,25,64,raw_value,5.583221358728487,free,0.9845789973546243,
controlled,29,25,64,combined_repair,1.25114744983559,free,0.060485634786438605,
controlled,29,25,64,random,3.6854683948746594,free,0.592232777259593,
controlled,29,25,64,oracle,5.605751218045702,free,0.9896172346199353,
controlled,29,26,1,raw_value,-0.08298127303646546,slip,0.15178190935947755,
controlled,29,26,1,combined_repair,-0.08298127303646546,slip,0.15178190935947755,
controlled,29,26,1,random,-0.08298127303646546,slip,0.15178190935947755,
controlled,29,26,1,oracle,-0.08298127303646546,slip,0.15178190935947755,
controlled,29,26,8,raw_value,-5.060138245441821,slip,0.8926385328175348,
controlled,29,26,8,combined_repair,-1.1613339787947339,slip,0.31099444020371997,
controlled,29,26,8,random,-3.650997919252942,slip,0.6942809128445506,
controlled,29,26,8,oracle,0.27988628801711046,slip,0.08675751033407475,
controlled,29,26,64,raw_value,-5.8591776377384575,slip,0.9973115518856593,
controlled,29,26,64,combined_repair,-1.1579935145795028,slip,0.3056464978198356,
controlled,29,26,64,random,-2.8261754563421455,slip,0.5730432594840387,
controlled,29,26,64,oracle,0.5961656747765363,slip,0.028524400143513894,
controlled,29,27,1,raw_value,3.03357147476416,free,0.4291446194976203,
controlled,29,27,1,combined_repair,3.03357147476416,free,0.4291446194976203,
controlled,29,27,1,random,3.03357147476416,free,0.4291446194976203,
controlled,29,27,1,oracle,3.03357147476416,free,0.4291446194976203,
controlled,29,27,8,raw_value,5.604338474703842,free,0.9895223214520488,
controlled,29,27,8,combined_repair,2.762794258370616,free,0.37307054926884115,
controlled,29,27,8,random,3.320510267108369,free,0.480680392301659,
controlled,29,27,8,oracle,5.604338474703842,free,0.9895223214520488,
controlled,29,27,64,raw_value,5.62249927763734,free,0.9937106776009065,
controlled,29,27,64,combined_repair,2.6755020644609733,free,0.35589024579515816,
controlled,29,27,64,random,3.9597589632860433,free,0.6320440354586637,
controlled,29,27,64,oracle,5.62249927763734,free,0.9937106776009065,
controlled,29,28,1,raw_value,-2.736201812135609,blocked,0.4800503982419059,
controlled,29,28,1,combined_repair,-2.736201812135609,blocked,0.4800503982419059,
controlled,29,28,1,random,-2.736201812135609,blocked,0.4800503982419059,
controlled,29,28,1,oracle,-2.736201812135609,blocked,0.4800503982419059,
controlled,29,28,8,raw_value,-6.5525612660244255,blocked,0.9468850217155568,
controlled,29,28,8,combined_repair,0.22458636334988047,blocked,0.10921046263153836,
controlled,29,28,8,random,-2.798679859178045,blocked,0.49649788364236136,
controlled,29,28,8,oracle,0.35166523058314153,blocked,0.08801644737602565,
controlled,29,28,64,raw_value,-6.614344966576008,blocked,0.9514201366988442,
controlled,29,28,64,combined_repair,0.6661751785661982,blocked,0.04237321221436373,
controlled,29,28,64,random,-4.377402857182033,blocked,0.6920197113210217,
controlled,29,28,64,oracle,0.7522641858959265,blocked,0.030254375487487457,
controlled,29,29,1,raw_value,-1.1744470123888304,blocked,0.28781917363784865,
controlled,29,29,1,combined_repair,-1.1744470123888304,blocked,0.28781917363784865,
controlled,29,29,1,random,-1.1744470123888304,blocked,0.28781917363784865,
controlled,29,29,1,oracle,-1.1744470123888304,blocked,0.28781917363784865,
controlled,29,29,8,raw_value,-5.882152543298328,blocked,0.8761796281976204,
controlled,29,29,8,combined_repair,0.5282334128041524,blocked,0.06421530589805025,
controlled,29,29,8,random,-2.118994952039524,blocked,0.4248909568497942,
controlled,29,29,8,oracle,0.5282334128041524,blocked,0.06421530589805025,
controlled,29,29,64,raw_value,-6.782996771643901,blocked,0.9695487355454684,
controlled,29,29,64,combined_repair,0.44753429272792744,blocked,0.07592600357205195,
controlled,29,29,64,random,-4.271946247650434,blocked,0.6618988165578251,
controlled,29,29,64,oracle,0.941773162,blocked,0.0,
controlled,30,0,1,raw_value,-3.0792384773364496,slip,0.6119416078097767,
controlled,30,0,1,combined_repair,-3.0792384773364496,slip,0.6119416078097767,
controlled,30,0,1,random,-3.0792384773364496,slip,0.6119416078097767,
controlled,30,0,1,oracle,-3.0792384773364496,slip,0.6119416078097767,
controlled,30,0,8,raw_value,-4.973531677559826,slip,0.8843684150372985,
controlled,30,0,8,combined_repair,-0.025623033590579533,slip,0.13533519268638558,
controlled,30,0,8,random,-1.0767229224319372,slip,0.31203352174338195,
controlled,30,0,8,oracle,-0.030303240094004022,slip,0.13619743322717398,
controlled,30,0,64,raw_value,-5.774145817680166,slip,0.9868405371702224,
controlled,30,0,64,combined_repair,0.48628449549072666,slip,0.04824574436856463,
controlled,30,0,64,random,-1.141299125965765,slip,0.32624423280015075,
controlled,30,0,64,oracle,0.6247429486037752,slip,0.02337031001832681,
controlled,30,1,1,raw_value,-2.7808920870758427,blocked,0.5081843238987889,
controlled,30,1,1,combined_repair,-2.7808920870758427,blocked,0.5081843238987889,
controlled,30,1,1,random,-2.7808920870758427,blocked,0.5081843238987889,
controlled,30,1,1,oracle,-2.7808920870758427,blocked,0.5081843238987889,
controlled,30,1,8,raw_value,-5.881402512207249,blocked,0.8748224791330605,
controlled,30,1,8,combined_repair,0.3545720505430501,blocked,0.08779246360680727,
controlled,30,1,8,random,-3.9329773848633263,blocked,0.6548306679083312,
controlled,30,1,8,oracle,0.5098987519877144,blocked,0.06570595732872478,
controlled,30,1,64,raw_value,-6.831882235604968,blocked,0.975135622476957,
controlled,30,1,64,combined_repair,0.682686598234265,blocked,0.038536545000926944,
controlled,30,1,64,random,-3.906823955709462,blocked,0.6386274856464913,
controlled,30,1,64,oracle,0.9308707128829521,blocked,0.00176568080483646,
controlled,30,2,1,raw_value,-2.3509256073900495,heavy,0.633878751349247,
controlled,30,2,1,combined_repair,-2.3509256073900495,heavy,0.633878751349247,
controlled,30,2,1,random,-2.3509256073900495,heavy,0.633878751349247,
controlled,30,2,1,oracle,-2.3509256073900495,heavy,0.633878751349247,
controlled,30,2,8,raw_value,-4.041574835650072,heavy,0.8914160973668068,
controlled,30,2,8,combined_repair,0.18590333722168495,heavy,0.16869918212911852,
controlled,30,2,8,random,-2.717135838564613,heavy,0.6924196636662054,
controlled,30,2,8,oracle,0.18590333722168495,heavy,0.16869918212911852,
controlled,30,2,64,raw_value,-4.486927935739057,heavy,0.9580312432536549,
controlled,30,2,64,combined_repair,0.5252309633945118,heavy,0.10141818430438976,
controlled,30,2,64,random,-1.1303508878846191,heavy,0.41853579607820385,
controlled,30,2,64,oracle,0.8232555117587541,heavy,0.03058304429248741,
controlled,30,3,1,raw_value,2.9136929312399364,free,0.4036405083983789,
controlled,30,3,1,combined_repair,2.9136929312399364,free,0.4036405083983789,
controlled,30,3,1,random,2.9136929312399364,free,0.4036405083983789,
controlled,30,3,1,oracle,2.9136929312399364,free,0.4036405083983789,
controlled,30,3,8,raw_value,5.213473710044915,free,0.8984945331345301,
controlled,30,3,8,combined_repair,1.8534980471464426,free,0.18265947816152678,
controlled,30,3,8,random,3.4323037349972,free,0.5192463100255519,
controlled,30,3,8,oracle,5.213473710044915,free,0.8984945331345301,
controlled,30,3,64,raw_value,5.36132688765834,free,0.9315959533819429,
controlled,30,3,64,combined_repair,1.2692539022310778,free,0.06451409354384177,
controlled,30,3,64,random,3.0169319891849025,free,0.4196571532577459,
controlled,30,3,64,oracle,5.36132688765834,free,0.9315959533819429,
controlled,30,4,1,raw_value,-2.5928022707782503,slip,0.5257154666464611,
controlled,30,4,1,combined_repair,-2.5928022707782503,slip,0.5257154666464611,
controlled,30,4,1,random,-2.5928022707782503,slip,0.5257154666464611,
controlled,30,4,1,oracle,-2.5928022707782503,slip,0.5257154666464611,
controlled,30,4,8,raw_value,-5.605546714852483,slip,0.9644796175892306,
controlled,30,4,8,combined_repair,0.30826076564231003,slip,0.07818728138078102,
controlled,30,4,8,random,-3.888989173966846,slip,0.7159509647070376,
controlled,30,4,8,oracle,0.30826076564231003,slip,0.07818728138078102,
controlled,30,4,64,raw_value,-5.745096869501255,slip,0.9814353100811999,
controlled,30,4,64,combined_repair,0.6592161420313137,slip,0.019091366209977072,
controlled,30,4,64,random,-3.300346845861669,slip,0.6344821520167954,
controlled,30,4,64,oracle,0.7355893669620764,slip,0.0043342588922001685,
controlled,30,5,1,raw_value,-2.573656819367105,slip,0.5349572258513933,
controlled,30,5,1,combined_repair,-2.573656819367105,slip,0.5349572258513933,
controlled,30,5,1,random,-2.573656819367105,slip,0.5349572258513933,
controlled,30,5,1,oracle,-2.573656819367105,slip,0.5349572258513933,
controlled,30,5,8,raw_value,-3.447423211251142,slip,0.6670078636651501,
controlled,30,5,8,combined_repair,-0.016931053751782346,slip,0.13455400886746297,
controlled,30,5,8,random,-1.6351674675528718,slip,0.40228843938405207,
controlled,30,5,8,oracle,0.41911675088302924,slip,0.05823467670999669,
controlled,30,5,64,raw_value,-5.872290050134676,slip,0.9990343178097095,
controlled,30,5,64,combined_repair,0.4786214308920581,slip,0.049955826748550036,
controlled,30,5,64,random,-2.8544702637521255,slip,0.5826848110917919,
controlled,30,5,64,oracle,0.6500769387276407,slip,0.018858108016211184,
controlled,30,6,1,raw_value,-1.8696110654627716,heavy,0.54111831934088,
controlled,30,6,1,combined_repair,-1.8696110654627716,heavy,0.54111831934088,
controlled,30,6,1,random,-1.8696110654627716,heavy,0.54111831934088,
controlled,30,6,1,oracle,-1.8696110654627716,heavy,0.54111831934088,
controlled,30,6,8,raw_value,-4.44374793866904,heavy,0.9522703825955358,
controlled,30,6,8,combined_repair,0.6630216341854441,heavy,0.0708514132743311,
controlled,30,6,8,random,-2.283793033356354,heavy,0.6006536203902062,
controlled,30,6,8,oracle,0.653285009626955,heavy,0.07327021162709117,
controlled,30,6,64,raw_value,-4.569901211842247,heavy,0.9683730939694379,
controlled,30,6,64,combined_repair,0.8139903123295729,heavy,0.03210009823077353,
controlled,30,6,64,random,-2.096288020119583,heavy,0.5959816815519468,
controlled,30,6,64,oracle,0.916402160554483,heavy,0.006827285671428091,
controlled,30,7,1,raw_value,-1.5069090805937482,blocked,0.34138332129594795,
controlled,30,7,1,combined_repair,-1.5069090805937482,blocked,0.34138332129594795,
controlled,30,7,1,random,-1.5069090805937482,blocked,0.34138332129594795,
controlled,30,7,1,oracle,-1.5069090805937482,blocked,0.34138332129594795,
controlled,30,7,8,raw_value,-5.569385167440316,blocked,0.8373437772159283,
controlled,30,7,8,combined_repair,0.1734222982756651,blocked,0.11170064940957528,
controlled,30,7,8,random,-1.8800390454593794,blocked,0.3896012391165648,
controlled,30,7,8,oracle,0.4933321006210726,blocked,0.06570184072944828,
controlled,30,7,64,raw_value,-6.704698027776807,blocked,0.9638500436703457,
controlled,30,7,64,combined_repair,0.7707726364115574,blocked,0.02685683141298827,
controlled,30,7,64,random,-1.7776624089384283,blocked,0.3726117001704057,
controlled,30,7,64,oracle,0.8078384716628813,blocked,0.021769986720870323,
